SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;Facharzt-zeitschriften;Current DEAL Cost Contribution (2023);APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
11864;Current Treatment Options in Oncology;Springer;Medicine & Public Health;https://springer.com/11864;1527-2729;1534-6277;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11868;Journal of Pseudo-Differential Operators and Applications;Birkh�user;Mathematics;https://springer.com/11868;1662-9981;1662-999X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
11869;Air Quality, Atmosphere & Health;Springer;Environment;https://springer.com/11869;1873-9318;1873-9326;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
11881;Annals of Dyslexia;Springer;Linguistics;https://springer.com/11881;0736-9387;1934-7243;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
11882;Current Allergy and Asthma Reports;Springer;Medicine & Public Health;https://springer.com/11882;1529-7322;1534-6315;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11883;Current Atherosclerosis Reports;Springer;Medicine & Public Health;https://springer.com/11883;1523-3804;1534-6242;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11884;Current Bladder Dysfunction Reports;Springer;Medicine & Public Health;https://springer.com/11884;1931-7212;1931-7220;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11886;Current Cardiology Reports;Springer;Medicine & Public Health;https://springer.com/11886;1523-3782;1534-3170;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11892;Current Diabetes Reports;Springer;Medicine & Public Health;https://springer.com/11892;1534-4827;1539-0829;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11894;Current Gastroenterology Reports;Springer;Medicine & Public Health;https://springer.com/11894;1522-8037;1534-312X;Open Choice;;;;;CC BY;standard (Oasis);Title merged;2023;Incorporating Current Colorectal Cancer Reports as of 2023.;;2022-11-25
11896;Journal of Police and Criminal Psychology;Springer;Psychology;https://springer.com/11896;0882-0783;1936-6469;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
11897;Current Heart Failure Reports;Springer;Medicine & Public Health;https://springer.com/11897;1546-9530;1546-9549;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11899;Current Hematologic Malignancy Reports;Springer;Medicine & Public Health;https://springer.com/11899;1558-8211;1558-822X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11901;Current Hepatology Reports;Springer;Medicine & Public Health;https://springer.com/11901;;2195-9595;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
11904;Current HIV/AIDS Reports;Springer;Medicine & Public Health;https://springer.com/11904;1548-3568;1548-3576;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11906;Current Hypertension Reports;Springer;Medicine & Public Health;https://springer.com/11906;1522-6417;1534-3111;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11908;Current Infectious Disease Reports;Springer;Medicine & Public Health;https://springer.com/11908;1523-3847;1534-3146;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11910;Current Neurology and Neuroscience Reports;Springer;Medicine & Public Health;https://springer.com/11910;1528-4042;1534-6293;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11912;Current Oncology Reports;Springer;Medicine & Public Health;https://springer.com/11912;1523-3790;1534-6269;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11914;Current Osteoporosis Reports;Springer;Medicine & Public Health;https://springer.com/11914;1544-1873;1544-2241;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11916;Current Pain and Headache Reports;Springer;Medicine & Public Health;https://springer.com/11916;1531-3433;1534-3081;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11920;Current Psychiatry Reports;Springer;Medicine & Public Health;https://springer.com/11920;1523-3812;1535-1645;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11926;Current Rheumatology Reports;Springer;Medicine & Public Health;https://springer.com/11926;1523-3774;1534-6307;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11930;Current Sexual Health Reports;Springer;Medicine & Public Health;https://springer.com/11930;1548-3584;1548-3592;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11934;Current Urology Reports;Springer;Medicine & Public Health;https://springer.com/11934;1527-2737;1534-6285;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11936;Current Treatment Options in Cardiovascular Medicine;Springer;Medicine & Public Health;https://springer.com/11936;1092-8464;1534-3189;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11938;Current Treatment Options in Gastroenterology;Springer;Medicine & Public Health;https://springer.com/11938;1092-8472;1534-309X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11940;Current Treatment Options in Neurology;Springer;Medicine & Public Health;https://springer.com/11940;1092-8480;1534-3138;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11943;AStA Wirtschafts- und Sozialstatistisches Archiv;Springer;Statistics;https://springer.com/11943;1863-8155;1863-8163;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
11947;Food and Bioprocess Technology;Springer;Chemistry;https://springer.com/11947;1935-5130;1935-5149;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
11948;Science and Engineering Ethics;Springer;Philosophy;https://springer.com/11948;1353-3452;1471-5546;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
11949;Applied Solar Energy;Pleiades Publishing;Engineering;https://springer.com/11949;0003-701X;1934-9424;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11950;Automatic Control and Computer Sciences;Pleiades Publishing;Computer Science;https://springer.com/11950;0146-4116;1558-108X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11952;Automatic Documentation and Mathematical Linguistics;Pleiades Publishing;Computer Science;https://springer.com/11952;0005-1055;1934-8371;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11953;Bulletin of the Lebedev Engineering Institute;Pleiades Publishing;Engineering;https://springer.com/11953;1068-3356;1934-838X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11954;Bulletin of the Russian Academy of Sciences: Engineering;Pleiades Publishing;Engineering;https://springer.com/11954;1062-8738;1934-9432;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11955;Coke and Chemistry;Pleiades Publishing;Chemistry;https://springer.com/11955;1068-364X;1934-8398;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11956;Cytology and Genetics;Pleiades Publishing;Biomedicine;https://springer.com/11956;0095-4527;1934-9440;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11957;Journal of Contemporary Mathematical Analysis (Armenian Academy of Sciences);Pleiades Publishing;Mathematics;https://springer.com/11957;1068-3623;1934-9416;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11958;Journal of Contemporary Engineering (Armenian Academy of Sciences);Pleiades Publishing;Engineering;https://springer.com/11958;1068-3372;1934-9378;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11959;Journal of Friction and Wear;Pleiades Publishing;Engineering;https://springer.com/11959;1068-3666;1934-9386;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11961;Journal of Superhard Materials;Pleiades Publishing;Chemistry;https://springer.com/11961;1063-4576;1934-9408;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11962;Journal of Water Chemistry and Technology;Pleiades Publishing;Environment;https://springer.com/11962;1063-455X;1934-936X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11963;Kinematics and Engineering of Celestial Bodies;Pleiades Publishing;Engineering;https://springer.com/11963;0884-5913;1934-8401;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11964;Mechanics of Solids;Pleiades Publishing;Engineering;https://springer.com/11964;0025-6544;1934-7936;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11965;Molecular Genetics, Microbiology and Virology;Pleiades Publishing;Life Sciences;https://springer.com/11965;0891-4168;1934-841X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11966;Moscow University Biological Sciences Bulletin;Pleiades Publishing;Life Sciences;https://springer.com/11966;0096-3925;1934-791X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11967;Moscow University Chemistry Bulletin;Pleiades Publishing;Chemistry;https://springer.com/11967;0027-1314;1935-0260;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11968;Moscow University Computational Mathematics and Cybernetics;Pleiades Publishing;Mathematics;https://springer.com/11968;0278-6419;1934-8428;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11969;Moscow University Geology Bulletin;Pleiades Publishing;Earth Sciences;https://springer.com/11969;0145-8752;1934-8436;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11970;Moscow University Mathematics Bulletin;Pleiades Publishing;Mathematics;https://springer.com/11970;0027-1322;1934-8444;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11971;Moscow University Mechanics Bulletin;Pleiades Publishing;Engineering;https://springer.com/11971;0027-1330;1934-8452;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11972;Moscow University Engineering Bulletin;Pleiades Publishing;Engineering;https://springer.com/11972;0027-1349;1934-8460;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11973;Moscow University Soil Science Bulletin;Pleiades Publishing;Earth Sciences;https://springer.com/11973;0147-6874;1934-7928;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11974;Optoelectronics, Instrumentation and Data Processing;Pleiades Publishing;Engineering;https://springer.com/11974;8756-6990;1934-7944;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11975;Engineering of Wave Phenomena;Pleiades Publishing;Engineering;https://springer.com/11975;1541-308X;1934-807X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11976;Radioelectronics and Communications Systems;Pleiades Publishing;Engineering;https://springer.com/11976;0735-2727;1934-8061;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11977;Russian Aeronautics;Pleiades Publishing;Engineering;https://springer.com/11977;1068-7998;1934-7901;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11978;Russian Agricultural Sciences;Pleiades Publishing;Life Sciences;https://springer.com/11978;1068-3674;1934-8037;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11979;Russian Electrical Engineering;Pleiades Publishing;Engineering;https://springer.com/11979;1068-3712;1934-8010;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11980;Russian Engineering Research;Pleiades Publishing;Engineering;https://springer.com/11980;1068-798X;1934-8088;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11981;Russian Journal of Non-Ferrous Metals;Pleiades Publishing;Materials Science;https://springer.com/11981;1067-8212;1934-970X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11982;Russian Mathematics;Pleiades Publishing;Mathematics;https://springer.com/11982;1066-369X;1934-810X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11983;Russian Meteorology and Hydrology;Pleiades Publishing;Earth Sciences;https://springer.com/11983;1068-3739;1934-8096;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11984;Scientific and Technical Information Processing;Pleiades Publishing;Computer Science;https://springer.com/11984;0147-6882;1934-8118;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11985;Solid Fuel Chemistry;Pleiades Publishing;Chemistry;https://springer.com/11985;0361-5219;1934-8029;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11986;Steel in Translation;Pleiades Publishing;Materials Science;https://springer.com/11986;0967-0912;1935-0988;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11987;Surface Engineering and Applied Electrochemistry;Pleiades Publishing;Engineering;https://springer.com/11987;1068-3755;1934-8002;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11988;Vestnik St. Petersburg University, Mathematics;Pleiades Publishing;Mathematics;https://springer.com/11988;1063-4541;1934-7855;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11990;Seismic Instruments;Pleiades Publishing;Earth Sciences;https://springer.com/11990;0747-9239;1934-7871;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
11998;Journal of Coatings Technology and Research;Springer;Materials Science;https://springer.com/11998;1547-0091;1935-3804;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12001;Journal of Machinery Manufacture and Reliability;Pleiades Publishing;Engineering;https://springer.com/12001;1052-6188;1934-9394;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12002;Siberian Advances in Mathematics;Pleiades Publishing;Mathematics;https://springer.com/12002;1055-1344;1934-8126;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12003;International Journal of Self-Propagating High-Temperature Synthesis;Pleiades Publishing;Materials Science;https://springer.com/12003;1061-3862;1934-788X;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12004;Mathematical Methods of Statistics;Pleiades Publishing;Statistics;https://springer.com/12004;1066-5307;1934-8045;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12005;Optical Memory and Neural Networks;Pleiades Publishing;Computer Science;https://springer.com/12005;1060-992X;1934-7898;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
12008;International Journal on Interactive Design and Manufacturing (IJIDeM);Springer;Engineering;https://springer.com/12008;1955-2513;1955-2505;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12010;Applied Biochemistry and Biotechnology;Springer;Chemistry;https://springer.com/12010;0273-2289;1559-0291;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12011;Biological Trace Element Research;Springer;Life Sciences;https://springer.com/12011;0163-4984;1559-0720;Open Choice;;;;;CC BY;standard (Oasis);Change of Imprint;2021;Former imprint: Humana Press;;2022-01-03
12012;Cardiovascular Toxicology;Springer;Biomedicine;https://springer.com/12012;1530-7905;1559-0259;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12013;Cell Biochemistry and Biophysics;Springer;Life Sciences;https://springer.com/12013;1085-9195;1559-0283;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12014;Clinical Proteomics;BioMed Central;Life Sciences;https://springer.com/12014;1542-6416;1559-0275;Fully Open Access;;1533,99;n/a;yes;CC BY + CC0;;ISSN change;2020;;;2023-01-05
12015;Stem Cell Reviews and Reports;Springer;Life Sciences;https://springer.com/12015;2629-3269;2629-3277;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12016;Clinical Reviews in Allergy & Immunology;Springer;Medicine & Public Health;https://springer.com/12016;1080-0549;1559-0267;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12017;NeuroMolecular Medicine;Springer;Biomedicine;https://springer.com/12017;1535-1084;1559-1174;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12018;Clinical Reviews in Bone and Mineral Metabolism;Springer;Medicine & Public Health;https://springer.com/12018;1534-8644;1559-0119;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12020;Endocrine;Springer;Medicine & Public Health;https://springer.com/12020;1355-008X;1559-0100;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12021;NeuroInformatics;Springer;Biomedicine;https://springer.com/12021;1539-2791;1559-0089;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12022;Endocrine Pathology;Springer;Medicine & Public Health;https://springer.com/12022;1046-3976;1559-0097;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12024;Forensic Science, Medicine and Pathology;Springer;Medicine & Public Health;https://springer.com/12024;1547-769X;1556-2891;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Print subscription no longer available.;;2022-11-02
12026;Immunologic Research;Springer;Biomedicine;https://springer.com/12026;0257-277X;1559-0755;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12027;ERA Forum;Springer;Law;https://springer.com/12027;1612-3093;1863-9038;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
12028;Neurocritical Care;Springer;Medicine & Public Health;https://springer.com/12028;1541-6933;1556-0961;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12029;Journal of Gastrointestinal Cancer;Springer;Medicine & Public Health;https://springer.com/12029;1941-6628;1941-6636;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12031;Journal of Molecular Neuroscience;Springer;Biomedicine;https://springer.com/12031;0895-8696;1559-1166;Open Choice;;;;;CC BY;standard (Oasis);Change of Imprint;2021;Former imprint: Humana Press;;2022-01-03
12032;Medical Oncology;Springer;Medicine & Public Health;https://springer.com/12032;1357-0560;1559-131X;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12033;Molecular Biotechnology;Springer;Chemistry;https://springer.com/12033;1073-6085;1559-0305;Open Choice;;;;;CC BY;standard (Oasis);Change of Imprint;2021;Former imprint: Humana Press;;2022-01-03
12034;Bulletin of Materials Science;Springer;Materials Science;https://springer.com/12034;0250-4707;0973-7669;Subscription-only;;;;;;;;;Print subscription no longer available.;;2022-04-04
12035;Molecular Neurobiology;Springer;Biomedicine;https://springer.com/12035;0893-7648;1559-1182;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12036;Journal of Astrophysics and Astronomy;Springer;Engineering;https://springer.com/12036;0250-6335;0973-7758;Subscription-only;;;;;;;;;Print subscription no longer available.;;2022-04-04
12038;Journal of Biosciences;Springer;Life Sciences;https://springer.com/12038;0250-5991;0973-7138;Subscription-only;;;;;;;;;Print subscription no longer available.;;2022-04-04
12039;Journal of Chemical Sciences;Springer;Chemistry;https://springer.com/12039;0974-3626;0973-7103;Subscription-only;;;;;;;;;Print subscription no longer available.;;2022-04-04
12040;Journal of Earth System Science;Springer;Earth Sciences;https://springer.com/12040;2347-4327;0973-774X;Subscription-only;;;;;;;;;;;
12041;Journal of Genetics;Springer;Life Sciences;https://springer.com/12041;0022-1333;0973-7731;Subscription-only;;;;;;;;;Print subscription no longer available.;;2022-04-04
12042;Tropical Plant Biology;Springer;Life Sciences;https://springer.com/12042;1935-9756;1935-9764;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12043;Pramana;Springer;Engineering;https://springer.com/12043;0304-4289;0973-7111;Subscription-only;;;;;;;;;Journal Title updated;;
12044;Proceedings - Mathematical Sciences;Springer;Mathematics;https://springer.com/12044;0253-4142;0973-7685;Subscription-only;;;;;;;;;Journal Title updated;;
12045;Resonance;Springer;Education;https://springer.com/12045;0971-8044;0973-712X;Subscription-only;;;;;;;;;Journal Title updated;;
12046;S?dhan?;Springer;Engineering;https://springer.com/12046;0256-2499;0973-7677;Subscription-only;;;;;;;;;Journal Title updated;;
12052;Evolution: Education and Outreach;Springer;Life Sciences;https://springer.com/12052;1936-6426;1936-6434;Fully Open Access;;1263,93;n/a;yes;CC BY + CC0;;ISSN change;2022;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
12053;Energy Efficiency;Springer;Energy;https://springer.com/12053;1570-646X;1570-6478;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12054;Sozial Extra;Springer VS;Social Sciences;https://springer.com/12054;0931-279X;1863-8953;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;;;2022-01-03
12055;Indian Journal of Thoracic and Cardiovascular Surgery;Springer;Medicine & Public Health;https://springer.com/12055;0970-9134;0973-7723;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Springer has the exclusive right and license to electronically publish and distribute the SpringerLink Edition and to distribute the International Print Edition outside of India;;2022-11-25
12061;Applied Spatial Analysis and Policy;Springer;Social Sciences;https://springer.com/12061;1874-463X;1874-4621;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12062;Journal of Population Ageing;Springer;Social Sciences;https://springer.com/12062;1874-7884;1874-7876;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12063;Operations Management Research;Springer;Business and Management;https://springer.com/12063;1936-9735;1936-9743;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12064;Theory in Biosciences;Springer;Life Sciences;https://springer.com/12064;1431-7613;1611-7530;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
12065;Evolutionary Intelligence;Springer;Engineering;https://springer.com/12065;1864-5909;1864-5917;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
12070;Indian Journal of Otolaryngology and Head & Neck Surgery;Springer;Medicine & Public Health;https://springer.com/12070;2231-3796;0973-7707;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
12072;Hepatology International;Springer;Medicine & Public Health;https://springer.com/12072;1936-0533;1936-0541;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
