SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschriften;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
11627;In Vitro Cellular & Developmental Biology - Plant;Springer;Life Sciences;https://springer.com/11627;1054-5476;1475-2689;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
11628;Service Business;Springer;Business and Management;https://springer.com/11628;;1862-8508;Open Choice;January 2020;;;;CC BY;standard;;;;;
11629;Journal of Mountain Science;Science Press, co-published with Springer;Earth Sciences;https://springer.com/11629;1672-6316;1993-0321;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11630;Journal of Thermal Science;Science Press, co-published with Springer;Physics;https://springer.com/11630;1003-2169;1993-033X;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11631;Acta Geochimica;Science Press, co-published with Springer;Earth Sciences;https://springer.com/11631;2096-0956;2365-7499;Open Choice;January 2020;;;;CC BY;standard;;;;;
11633;International Journal of Automation and Computing;Institute of Automation, Chinese Academy of Sciences, co-published with Springer;Engineering;https://springer.com/11633;1476-8186;1751-8520;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11634;Advances in Data Analysis and Classification;Springer;Statistics;https://springer.com/11634;1862-5347;1862-5355;Open Choice;January 2020;;;;CC BY;standard;;;;;
11654;Best Practice Onkologie;SpringerMedizin;Medicine & Public Health;https://springer.com/11654;0946-4565;1862-8559;Subscription-only;January 2020;;;;;;;;;;
11655;Chinese Journal of Integrative Medicine;Springer;Medicine & Public Health;https://springer.com/11655;1672-0415;1993-0402;Subscription-only;January 2020;;;;;;;;;;
11657;Archives of Osteoporosis;Springer;Medicine & Public Health;https://springer.com/11657;;1862-3514;Open Choice;January 2020;;;;CC BY;standard;;;;;
11658;Cellular & Molecular Biology Letters;BioMed Central;Life Sciences;https://springer.com/11658;;1689-1392;Fully Open Access;August 2020;;1690,00;20;CC BY;;;;Journal Title updated;;2020-04-09
11661;Metallurgical and Materials Transactions A;Springer;Materials Science;https://springer.com/11661;1073-5623;1543-1940;Open Choice;January 2020;;;;CC BY;standard;;;;;
11663;Metallurgical and Materials Transactions B;Springer;Materials Science;https://springer.com/11663;1073-5615;1543-1916;Open Choice;January 2020;;;;CC BY;standard;;;;;
11664;Journal of Electronic Materials;Springer;Materials Science;https://springer.com/11664;0361-5235;1543-186X;Open Choice;January 2020;;;;CC BY;standard;;;;;
11665;Journal of Materials Engineering and Performance;Springer;Materials Science;https://springer.com/11665;1059-9495;1544-1024;Open Choice;January 2020;;;;CC BY;standard;;;;;
11666;Journal of Thermal Spray Technology;Springer;Materials Science;https://springer.com/11666;1059-9630;1544-1016;Open Choice;January 2020;;;;CC BY;standard;;;APC updated;;2020-04-01
11668;Journal of Failure Analysis and Prevention;Springer;Materials Science;https://springer.com/11668;1547-7029;1864-1245;Open Choice;January 2020;;;;CC BY;standard;;;;;
11669;Journal of Phase Equilibria and Diffusion;Springer;Physics;https://springer.com/11669;1547-7037;1863-7345;Open Choice;January 2020;;;;CC BY;standard;;;;;
11671;Nanoscale Research Letters;Springer;Materials Science;https://springer.com/11671;;1556-276X;Fully Open Access;August 2020;;1790,00;20;CC BY;;;;;;
11673;Journal of Bioethical Inquiry;Springer;Medicine & Public Health;https://springer.com/11673;1176-7529;1872-4353;Open Choice;January 2020;;;;CC BY;standard;;;;;
11676;Journal of Forestry Research;Springer;Life Sciences;https://springer.com/11676;1007-662X;1993-0607;Open Choice;January 2020;;;;CC BY;standard;;;;;
11678;Obere Extremit�t;SpringerMedizin;Medicine & Public Health;https://springer.com/11678;1862-6599;1862-6602;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
11682;Brain Imaging and Behavior;Springer;Biomedicine;https://springer.com/11682;;1931-7565;Open Choice;January 2020;;;;CC BY;standard;;;;;
11684;Frontiers of Medicine;Higher Education Press, co-published with Springer;Medicine & Public Health;https://springer.com/11684;2095-0217;2095-0225;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11686;Acta Parasitologica;Springer;Biomedicine;https://springer.com/11686;1230-2821;1896-1851;Open Choice;January 2020;;;;CC BY;standard;Take-over;2019;;;
11689;Journal of Neurodevelopmental Disorders;BioMed Central;Biomedicine;https://springer.com/11689;;1866-1955;Fully Open Access;August 2020;;2040,00;20;CC BY + CC0;;;;;;
11692;Evolutionary Biology;Springer;Life Sciences;https://springer.com/11692;0071-3260;1934-2845;Open Choice;January 2020;;;;CC BY;standard;;;;;
11694;Journal of Food Measurement and Characterization;Springer;Chemistry;https://springer.com/11694;;2193-4134;Open Choice;January 2020;;;;CC BY;standard;;;;;
11695;Obesity Surgery;Springer;Medicine & Public Health;https://springer.com/11695;0960-8923;1708-0428;Open Choice;January 2020;;;;CC BY;standard;;;;;
11696;Chemical Papers;Springer;Chemistry;https://springer.com/11696;2585-7290;1336-9075;Open Choice;January 2020;;;;CC BY;standard;;;;;
11698;Cliometrica;Springer;Economics;https://springer.com/11698;1863-2505;1863-2513;Open Choice;January 2020;;;;CC BY;standard;;;;;
11700;Journal of Surface Investigation: X-ray, Synchrotron and Neutron Techniques;Pleiades Publishing;Materials Science;https://springer.com/11700;1027-4510;1819-7094;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11701;Journal of Robotic Surgery;Springer;Medicine & Public Health;https://springer.com/11701;;1863-2491;Open Choice;January 2020;;;;CC BY;standard;;;;;
11704;Frontiers of Computer Science;Higher Education Press, co-published with Springer;Computer Science;https://springer.com/11704;2095-2228;2095-2236;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11705;Frontiers of Chemical Science and Engineering;Higher Education Press, co-published with Springer;Chemistry;https://springer.com/11705;2095-0179;2095-0187;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11706;Frontiers of Materials Science;Higher Education Press, co-published with Springer;Materials Science;https://springer.com/11706;2095-025X;2095-0268;Subscription-only;January 2020;;;;;;;;;;
11707;Frontiers of Earth Science;Higher Education Press, co-published with Springer;Earth Sciences;https://springer.com/11707;2095-0195;2095-0209;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11708;Frontiers in Energy;Higher Education Press, co-published with Springer;Energy;https://springer.com/11708;2095-1701;2095-1698;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11709;Frontiers of Structural and Civil Engineering;Higher Education Press, co-published with Springer;Engineering;https://springer.com/11709;2095-2430;2095-2449;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11710;Neurochemical Journal;Pleiades Publishing;Biomedicine;https://springer.com/11710;1819-7124;1819-7132;Subscription-only;January 2020;;;;;;;;;;
11711;Journal of Volcanology and Seismology;Pleiades Publishing;Earth Sciences;https://springer.com/11711;0742-0463;1819-7108;Subscription-only;January 2020;;;;;;;;;;
11712;Dao;Springer;Philosophy;https://springer.com/11712;1540-3009;1569-7274;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-04-09
11714;Frontiers of Information Technology & Electronic Engineering;Zhejiang University Press, co-published with Springer;Computer Science;https://springer.com/11714;2095-9184;2095-9230;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-04-09
11720;Russian Journal of Pacific Geology;Pleiades Publishing;Earth Sciences;https://springer.com/11720;1819-7140;1819-7159;Subscription-only;January 2020;;;;;;;;;;
11721;Swarm Intelligence;Springer;Computer Science;https://springer.com/11721;1935-3812;1935-3820;Open Choice;January 2020;;;;CC BY;standard;;;;;
11726;Journal of Acupuncture and Tuina Science;Shanghai Research Institute of Acupuncture and Meridian, co-published with Springer;Medicine & Public Health;https://springer.com/11726;1672-3597;1993-0399;Subscription-only;January 2020;;;;;;;;;;
11734;The European Physical Journal Special Topics;Springer;Physics;https://springer.com/11734;1951-6355;1951-6401;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-04-09
11738;Acta Physiologiae Plantarum;Springer;Life Sciences;https://springer.com/11738;;1861-1664;Open Choice;January 2020;;;;CC BY;standard;;;;;
11739;Internal and Emergency Medicine;Springer;Medicine & Public Health;https://springer.com/11739;;1970-9366;Open Choice;January 2020;;;;CC BY;standard;;;;;
11740;Production Engineering;Springer;Engineering;https://springer.com/11740;0944-6524;1863-7353;Open Choice;January 2020;;;;CC BY;standard;;;;;
11747;Journal of the Academy of Marketing Science;Springer;Business and Management;https://springer.com/11747;0092-0703;1552-7824;Open Choice;January 2020;;;;CC BY;standard;;;;;
11748;General Thoracic and Cardiovascular Surgery;Springer;Medicine & Public Health;https://springer.com/11748;1863-6705;1863-6713;Open Choice;January 2020;;;;CC BY;standard;;;;;
11749;Test;Springer;Statistics;https://springer.com/11749;1133-0686;1863-8260;Open Choice;January 2020;;;;CC BY;standard;;;;;
11750;TOP;Springer;Business and Management;https://springer.com/11750;1134-5764;1863-8279;Open Choice;January 2020;;;;CC BY;standard;;;;;
11754;Journal of Applied and Industrial Mathematics;Pleiades Publishing;Mathematics;https://springer.com/11754;1990-4789;1990-4797;Subscription-only;January 2020;;;;;;;;;;
11755;Astrophysical Bulletin;Pleiades Publishing;Physics;https://springer.com/11755;1990-3413;1990-3421;Subscription-only;January 2020;;;;;;;;;;
11756;Biologia;Springer;Life Sciences;https://springer.com/11756;;1336-9563;Open Choice;January 2020;;;;CC BY;standard;;;;;
11757;Forensische Psychiatrie, Psychologie, Kriminologie;Springer;Medicine & Public Health;https://springer.com/11757;1862-7072;1862-7080;Open Choice;January 2020;;;;CC BY;standard;;;;;
11759;Archaeologies;Springer;Social Sciences;https://springer.com/11759;1555-8622;1935-3987;Open Choice;January 2020;;;;CC BY;standard;;;;;
11760;Signal, Image and Video Processing;Springer;Computer Science;https://springer.com/11760;;1863-1711;Open Choice;January 2020;;;;CC BY;standard;;;;;
11761;Service Oriented Computing and Applications;Springer;Computer Science;https://springer.com/11761;;1863-2394;Open Choice;January 2020;;;;CC BY;standard;;;;;
11764;Journal of Cancer Survivorship;Springer;Medicine & Public Health;https://springer.com/11764;1932-2259;1932-2267;Open Choice;January 2020;;;;CC BY;standard;;;;;
11766;Applied Mathematics-A Journal of Chinese Universities;Editorial Committee of Applied Mathematics - A Journal of Chinese Universities, co-published with Springer;Mathematics;https://springer.com/11766;1005-1031;1993-0445;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11768;Control Theory and Technology;South China University of Technology and Academy of Mathematics and Systems Science, CAS, co-published with Springer;Engineering;https://springer.com/11768;2095-6983;2198-0942;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11769;Chinese Geographical Science;Science Press, co-published with Springer;Geography;https://springer.com/11769;1002-0063;1993-064X;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11770;Applied Geophysics;Chinese Geophysical Society, co-published with Springer;Earth Sciences;https://springer.com/11770;1672-7975;1993-0658;Subscription-only;January 2020;;;;;;;;;;
11771;Journal of Central South University;Central South University, co-published with Springer;Engineering;https://springer.com/11771;2095-2899;2227-5223;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11783;Frontiers of Environmental Science & Engineering;Higher Education Press, co-published with Springer;Environment;https://springer.com/11783;2095-2201;2095-221X;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-04-09
11784;Journal of Fixed Point Theory and Applications;Birkh�user;Mathematics;https://springer.com/11784;1661-7738;1661-7746;Open Choice;January 2020;;;;CC BY;standard;;;;;
11785;Complex Analysis and Operator Theory;Birkh�user;Mathematics;https://springer.com/11785;1661-8254;1661-8262;Open Choice;January 2020;;;;CC BY;standard;;;;;
11786;Mathematics in Computer Science;Birkh�user;Mathematics;https://springer.com/11786;1661-8270;1661-8289;Open Choice;January 2020;;;;CC BY;standard;;;;;
11787;Logica Universalis;Birkh�user;Mathematics;https://springer.com/11787;1661-8297;1661-8300;Open Choice;January 2020;;;;CC BY;standard;;;;;
11789;Clinical Research in Cardiology Supplements;Springer;Medicine & Public Health;https://springer.com/11789;1861-0706;1861-0714;Open Choice;January 2020;;;;CC BY;standard;;;Imprint updated;;2019-11-14
11801;Optoelectronics Letters;Tianjin University of Technology, co-published with Springer;Physics;https://springer.com/11801;1673-1905;1993-5013;Subscription-only;January 2020;;;;;;;;;;
11802;Journal of Ocean University of China;Science Press, co-published with Springer;Earth Sciences;https://springer.com/11802;1672-5182;1993-5021;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11803;Earthquake Engineering and Engineering Vibration;Institute of Engineering Mechanics, China Earthquake Administration, co-published with Springer;Earth Sciences;https://springer.com/11803;1671-3664;1993-503X;Subscription-only;January 2020;;;;;;;;;;
11804;Journal of Marine Science and Application;Harbin Engineering University, co-published with Springer;Engineering;https://springer.com/11804;1671-9433;1993-5048;Open Choice;January 2020;;;;CC BY;standard;;;;;
11814;Korean Journal of Chemical Engineering;Springer;Chemistry;https://springer.com/11814;0256-1115;1975-7220;Subscription-only;January 2020;;;;;;;;;;
11816;Plant Biotechnology Reports;Springer;Life Sciences;https://springer.com/11816;;1863-5474;Open Choice;January 2020;;;;CC BY;standard;;;;;
11818;Somnologie;SpringerMedizin;Medicine & Public Health;https://springer.com/11818;1432-9123;1439-054X;Open Choice;January 2020;yes;;;CC BY;standard;;;Journal Title updated;;2020-04-09
11819;Regular and Chaotic Dynamics;Pleiades Publishing;Mathematics;https://springer.com/11819;1560-3547;1468-4845;Subscription-only;January 2020;;;;;;;;;;
11821;Cell and Tissue Biology;Pleiades Publishing;Life Sciences;https://springer.com/11821;1990-519X;1990-5203;Subscription-only;January 2020;;;;;;;;;;
11823;Journal of Engineering Thermophysics;Pleiades Publishing;Physics;https://springer.com/11823;1810-2328;1990-5432;Subscription-only;January 2020;;;;;;;;;;
11826;Russian Journal of Physical Chemistry B;Pleiades Publishing;Chemistry;https://springer.com/11826;1990-7931;1990-7923;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11827;Biochemistry (Moscow), Supplement Series A: Membrane and Cell Biology;Pleiades Publishing;Life Sciences;https://springer.com/11827;1990-7478;1990-7494;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11828;Biochemistry (Moscow), Supplement Series B: Biomedical Chemistry;Pleiades Publishing;Chemistry;https://springer.com/11828;1990-7508;1990-7516;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11829;Arthropod-Plant Interactions;Springer;Life Sciences;https://springer.com/11829;;1872-8847;Open Choice;January 2020;;;;CC BY;standard;;;;;
11831;Archives of Computational Methods in Engineering;Springer;Engineering;https://springer.com/11831;1134-3060;1886-1784;Open Choice;January 2020;;;;CC BY;standard;;;APC updated;;2020-04-01
11837;JOM;Springer;Engineering;https://springer.com/11837;1047-4838;1543-1851;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
11841;Sophia;Springer;Philosophy;https://springer.com/11841;0038-1527;1873-930X;Open Choice;January 2020;;;;CC BY;standard;;;;;
11842;Small-Scale Forestry;Springer;Life Sciences;https://springer.com/11842;1873-7617;1873-7854;Open Choice;January 2020;;;;CC BY;standard;;;;;
11845;Irish Journal of Medical Science (1971 -);Springer;Medicine & Public Health;https://springer.com/11845;0021-1265;1863-4362;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
11846;Review of Managerial Science;Springer;Business and Management;https://springer.com/11846;1863-6683;1863-6691;Open Choice;January 2020;;;;CC BY;standard;;;;;
11852;Journal of Coastal Conservation;Springer;Geography;https://springer.com/11852;1400-0350;1874-7841;Open Choice;January 2020;;;;CC BY;standard;;;;;
11854;Journal d'Analyse Math�matique;Hebrew University Magnes Press;Mathematics;https://springer.com/11854;0021-7670;1565-8538;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11856;Israel Journal of Mathematics;Hebrew University Magnes Press;Mathematics;https://springer.com/11856;0021-2172;1565-8511;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
11858;ZDM;Springer;Education;https://springer.com/11858;1863-9690;1863-9704;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
11864;Current Treatment Options in Oncology;Springer;Medicine & Public Health;https://springer.com/11864;;1534-6277;Open Choice;January 2020;;;;CC BY;standard;;;;;
11868;Journal of Pseudo-Differential Operators and Applications;Birkh�user;Mathematics;https://springer.com/11868;1662-9981;1662-999X;Open Choice;January 2020;;;;CC BY;standard;;;;;
11869;Air Quality, Atmosphere & Health;Springer;Environment;https://springer.com/11869;;1873-9326;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-03-31
11881;Annals of Dyslexia;Springer;Linguistics;https://springer.com/11881;0736-9387;1934-7243;Open Choice;January 2020;;;;CC BY;standard;;;;;
11882;Current Allergy and Asthma Reports;Springer;Medicine & Public Health;https://springer.com/11882;;1534-6315;Open Choice;January 2020;;;;CC BY;standard;;;;;
11883;Current Atherosclerosis Reports;Springer;Medicine & Public Health;https://springer.com/11883;;1534-6242;Open Choice;January 2020;;;;CC BY;standard;;;;;
11884;Current Bladder Dysfunction Reports;Springer;Medicine & Public Health;https://springer.com/11884;;1931-7220;Open Choice;January 2020;;;;CC BY;standard;;;;;
11886;Current Cardiology Reports;Springer;Medicine & Public Health;https://springer.com/11886;;1534-3170;Open Choice;January 2020;;;;CC BY;standard;;;;;
11888;Current Colorectal Cancer Reports;Springer;Medicine & Public Health;https://springer.com/11888;;1556-3804;Open Choice;January 2020;;;;CC BY;standard;;;;;
11892;Current Diabetes Reports;Springer;Medicine & Public Health;https://springer.com/11892;;1539-0829;Open Choice;January 2020;;;;CC BY;standard;;;;;
11894;Current Gastroenterology Reports;Springer;Medicine & Public Health;https://springer.com/11894;;1534-312X;Open Choice;January 2020;;;;CC BY;standard;;;;;
11896;Journal of Police and Criminal Psychology;Springer;Psychology;https://springer.com/11896;0882-0783;1936-6469;Open Choice;January 2020;;;;CC BY;standard;;;;;
11897;Current Heart Failure Reports;Springer;Medicine & Public Health;https://springer.com/11897;;1546-9549;Open Choice;January 2020;;;;CC BY;standard;;;;;
11899;Current Hematologic Malignancy Reports;Springer;Medicine & Public Health;https://springer.com/11899;;1558-822X;Open Choice;January 2020;;;;CC BY;standard;;;;;
11901;Current Hepatology Reports;Springer;Medicine & Public Health;https://springer.com/11901;;2195-9595;Open Choice;January 2020;;;;CC BY;standard;;;;;
11904;Current HIV/AIDS Reports;Springer;Medicine & Public Health;https://springer.com/11904;;1548-3576;Open Choice;January 2020;;;;CC BY;standard;;;;;
11906;Current Hypertension Reports;Springer;Medicine & Public Health;https://springer.com/11906;;1534-3111;Open Choice;January 2020;;;;CC BY;standard;;;;;
11908;Current Infectious Disease Reports;Springer;Medicine & Public Health;https://springer.com/11908;;1534-3146;Open Choice;January 2020;;;;CC BY;standard;;;;;
11910;Current Neurology and Neuroscience Reports;Springer;Medicine & Public Health;https://springer.com/11910;;1534-6293;Open Choice;January 2020;;;;CC BY;standard;;;;;
11912;Current Oncology Reports;Springer;Medicine & Public Health;https://springer.com/11912;;1534-6269;Open Choice;January 2020;;;;CC BY;standard;;;;;
11914;Current Osteoporosis Reports;Springer;Medicine & Public Health;https://springer.com/11914;;1544-2241;Open Choice;January 2020;;;;CC BY;standard;;;;;
11916;Current Pain and Headache Reports;Springer;Medicine & Public Health;https://springer.com/11916;;1534-3081;Open Choice;January 2020;;;;CC BY;standard;;;;;
11920;Current Psychiatry Reports;Springer;Medicine & Public Health;https://springer.com/11920;;1535-1645;Open Choice;January 2020;;;;CC BY;standard;;;;;
11926;Current Rheumatology Reports;Springer;Medicine & Public Health;https://springer.com/11926;;1534-6307;Open Choice;January 2020;;;;CC BY;standard;;;;;
11930;Current Sexual Health Reports;Springer;Medicine & Public Health;https://springer.com/11930;;1548-3592;Open Choice;January 2020;;;;CC BY;standard;;;;;
11934;Current Urology Reports;Springer;Medicine & Public Health;https://springer.com/11934;;1534-6285;Open Choice;January 2020;;;;CC BY;standard;;;;;
11936;Current Treatment Options in Cardiovascular Medicine;Springer;Medicine & Public Health;https://springer.com/11936;;1534-3189;Open Choice;January 2020;;;;CC BY;standard;;;;;
11938;Current Treatment Options in Gastroenterology;Springer;Medicine & Public Health;https://springer.com/11938;;1534-309X;Open Choice;January 2020;;;;CC BY;standard;;;;;
11940;Current Treatment Options in Neurology;Springer;Medicine & Public Health;https://springer.com/11940;;1534-3138;Open Choice;January 2020;;;;CC BY;standard;;;;;
11943;AStA Wirtschafts- und Sozialstatistisches Archiv;Springer;Statistics;https://springer.com/11943;1863-8155;1863-8163;Open Choice;January 2020;;;;CC BY;standard;;;;;
11947;Food and Bioprocess Technology;Springer;Chemistry;https://springer.com/11947;;1935-5149;Open Choice;January 2020;;;;CC BY;standard;;;;;
11948;Science and Engineering Ethics;Springer;Philosophy;https://springer.com/11948;1353-3452;1471-5546;Open Choice;January 2020;;;;CC BY;standard;;;;;
11949;Applied Solar Energy;Pleiades Publishing;Engineering;https://springer.com/11949;0003-701X;1934-9424;Subscription-only;January 2020;;;;;;;;;;
11950;Automatic Control and Computer Sciences;Pleiades Publishing;Computer Science;https://springer.com/11950;0146-4116;1558-108X;Subscription-only;January 2020;;;;;;;;;;
11952;Automatic Documentation and Mathematical Linguistics;Pleiades Publishing;Computer Science;https://springer.com/11952;0005-1055;1934-8371;Subscription-only;January 2020;;;;;;;;;;
11953;Bulletin of the Lebedev Physics Institute;Pleiades Publishing;Physics;https://springer.com/11953;1068-3356;1934-838X;Subscription-only;January 2020;;;;;;;;;;
11954;Bulletin of the Russian Academy of Sciences: Physics;Pleiades Publishing;Physics;https://springer.com/11954;1062-8738;1934-9432;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11955;Coke and Chemistry;Pleiades Publishing;Chemistry;https://springer.com/11955;1068-364X;1934-8398;Subscription-only;January 2020;;;;;;;;;;
11956;Cytology and Genetics;Pleiades Publishing;Biomedicine;https://springer.com/11956;0095-4527;1934-9440;Subscription-only;January 2020;;;;;;;;;;
11957;Journal of Contemporary Mathematical Analysis (Armenian Academy of Sciences);Pleiades Publishing;Mathematics;https://springer.com/11957;1068-3623;1934-9416;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11958;Journal of Contemporary Physics (Armenian Academy of Sciences);Pleiades Publishing;Physics;https://springer.com/11958;1068-3372;1934-9378;Subscription-only;January 2020;;;;;;;;;;
11959;Journal of Friction and Wear;Pleiades Publishing;Physics;https://springer.com/11959;1068-3666;1934-9386;Subscription-only;January 2020;;;;;;;;;;
11961;Journal of Superhard Materials;Pleiades Publishing;Chemistry;https://springer.com/11961;1063-4576;1934-9408;Subscription-only;January 2020;;;;;;;;;;
11962;Journal of Water Chemistry and Technology;Pleiades Publishing;Environment;https://springer.com/11962;1063-455X;1934-936X;Subscription-only;January 2020;;;;;;;;;;
11963;Kinematics and Physics of Celestial Bodies;Pleiades Publishing;Physics;https://springer.com/11963;0884-5913;1934-8401;Subscription-only;January 2020;;;;;;;;;;
11964;Mechanics of Solids;Pleiades Publishing;Physics;https://springer.com/11964;0025-6544;1934-7936;Subscription-only;January 2020;;;;;;;;;;
11965;Molecular Genetics, Microbiology and Virology;Pleiades Publishing;Life Sciences;https://springer.com/11965;0891-4168;1934-841X;Subscription-only;January 2020;;;;;;;;;;
11966;Moscow University Biological Sciences Bulletin;Pleiades Publishing;Life Sciences;https://springer.com/11966;0096-3925;1934-791X;Subscription-only;January 2020;;;;;;;;;;
11967;Moscow University Chemistry Bulletin;Pleiades Publishing;Chemistry;https://springer.com/11967;0027-1314;1935-0260;Subscription-only;January 2020;;;;;;;;;;
11968;Moscow University Computational Mathematics and Cybernetics;Pleiades Publishing;Mathematics;https://springer.com/11968;0278-6419;1934-8428;Subscription-only;January 2020;;;;;;;;;;
11969;Moscow University Geology Bulletin;Pleiades Publishing;Earth Sciences;https://springer.com/11969;0145-8752;1934-8436;Subscription-only;January 2020;;;;;;;;;;
11970;Moscow University Mathematics Bulletin;Pleiades Publishing;Mathematics;https://springer.com/11970;0027-1322;1934-8444;Subscription-only;January 2020;;;;;;;;;;
11971;Moscow University Mechanics Bulletin;Pleiades Publishing;Physics;https://springer.com/11971;0027-1330;1934-8452;Subscription-only;January 2020;;;;;;;;;;
11972;Moscow University Physics Bulletin;Pleiades Publishing;Physics;https://springer.com/11972;0027-1349;1934-8460;Subscription-only;January 2020;;;;;;;;;;
11973;Moscow University Soil Science Bulletin;Pleiades Publishing;Earth Sciences;https://springer.com/11973;0147-6874;1934-7928;Subscription-only;January 2020;;;;;;;;;;
11974;Optoelectronics, Instrumentation and Data Processing;Pleiades Publishing;Physics;https://springer.com/11974;8756-6990;1934-7944;Subscription-only;January 2020;;;;;;;;;;
11975;Physics of Wave Phenomena;Pleiades Publishing;Physics;https://springer.com/11975;1541-308X;1934-807X;Subscription-only;January 2020;;;;;;;;;;
11976;Radioelectronics and Communications Systems;Pleiades Publishing;Engineering;https://springer.com/11976;0735-2727;1934-8061;Subscription-only;January 2020;;;;;;;;;;
11977;Russian Aeronautics;Pleiades Publishing;Engineering;https://springer.com/11977;1068-7998;1934-7901;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11978;Russian Agricultural Sciences;Pleiades Publishing;Life Sciences;https://springer.com/11978;1068-3674;1934-8037;Subscription-only;January 2020;;;;;;;;;;
11979;Russian Electrical Engineering;Pleiades Publishing;Engineering;https://springer.com/11979;1068-3712;1934-8010;Subscription-only;January 2020;;;;;;;;;;
11980;Russian Engineering Research;Pleiades Publishing;Engineering;https://springer.com/11980;1068-798X;1934-8088;Subscription-only;January 2020;;;;;;;;;;
11981;Russian Journal of Non-Ferrous Metals;Pleiades Publishing;Materials Science;https://springer.com/11981;1067-8212;1934-970X;Subscription-only;January 2020;;;;;;;;;;
11982;Russian Mathematics;Pleiades Publishing;Mathematics;https://springer.com/11982;1066-369X;1934-810X;Subscription-only;January 2020;;;;;;;;;;
11983;Russian Meteorology and Hydrology;Pleiades Publishing;Earth Sciences;https://springer.com/11983;1068-3739;1934-8096;Subscription-only;January 2020;;;;;;;;;;
11984;Scientific and Technical Information Processing;Pleiades Publishing;Computer Science;https://springer.com/11984;0147-6882;1934-8118;Subscription-only;January 2020;;;;;;;;;;
11985;Solid Fuel Chemistry;Pleiades Publishing;Chemistry;https://springer.com/11985;0361-5219;1934-8029;Subscription-only;January 2020;;;;;;;;;;
11986;Steel in Translation;Pleiades Publishing;Materials Science;https://springer.com/11986;0967-0912;1935-0988;Subscription-only;January 2020;;;;;;;;;;
11987;Surface Engineering and Applied Electrochemistry;Pleiades Publishing;Engineering;https://springer.com/11987;1068-3755;1934-8002;Subscription-only;January 2020;;;;;;;;;;
11988;Vestnik St. Petersburg University, Mathematics;Pleiades Publishing;Mathematics;https://springer.com/11988;1063-4541;1934-7855;Subscription-only;January 2020;;;;;;;;Journal Title updated;;2020-04-09
11990;Seismic Instruments;Pleiades Publishing;Earth Sciences;https://springer.com/11990;0747-9239;1934-7871;Subscription-only;January 2020;;;;;;;;;;
11998;Journal of Coatings Technology and Research;Springer;Materials Science;https://springer.com/11998;1547-0091;1935-3804;Open Choice;January 2020;;;;CC BY;standard;;;;;
12001;Journal of Machinery Manufacture and Reliability;Pleiades Publishing;Engineering;https://springer.com/12001;1052-6188;1934-9394;Subscription-only;January 2020;;;;;;;;;;
12002;Siberian Advances in Mathematics;Pleiades Publishing;Mathematics;https://springer.com/12002;1055-1344;1934-8126;Subscription-only;January 2020;;;;;;;;;;
12003;International Journal of Self-Propagating High-Temperature Synthesis;Pleiades Publishing;Materials Science;https://springer.com/12003;1061-3862;1934-788X;Subscription-only;January 2020;;;;;;;;;;
