Status;Revenue Model;Ownership;Owned By;EUR APC;License Type Offered;General Subject Category
N-Not Yet Published;OA;N-Society Owned;Shanghai University of Finance and Economics;Currently Waived;TBD;Social Sciences & Humanities
P-Current publication;HOA;N-Society Owned;International Federation of Operational Research Societies;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;1886;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;J-Joint Owned;Blackwell/Medicalhelplines.com Inc;2860;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Microscopical Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Institute of Public Policy Research;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;Tsinghua University Press;Currently Waived;CC-BY for all;Health Sciences
P-Current publication;HOA;N-Society Owned;Mr S P Gopal;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;International Union of Biochemistry and Molecular Biology;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Pharmacotherapy Publications, Inc.;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Architectural Institute of Japan;1377;CC-BY exceptions;Architecture & Planning
P-Current publication;HOA;N-Society Owned;Japan Academy of Nursing Science;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Japan Sociological Society;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;American Society for Bone and Mineral Research;2350;CC-BY only;Life Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & University Association for Contemporary European Studies;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;Association for Child and Adolescent Mental Health;2300;CC-BY only;Social Sciences & Humanities
P-Current publication;OA;N-Society Owned;Society on Sarcopenia, Cachexia and Wasting Disorders;1980;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Society on Sarcopenia, Cachexia and Wasting Disorders;1980;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;European Academy of Dermatology and Venereology;2450;CC-BY for all;Health Sciences
P-Current publication;OA;J-Joint Owned;Wiley & Journal of Gastroenterology and Hepatology Foundation;1980;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Society for the Study of Inborn Errors of Metabolism;1693;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Orthopaedic Research Society;2065;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;American Water Works Association;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Deutsche Dermatologische Gesellschaft;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;British Society for Eighteenth-Century Studies;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;American Anthropological Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society for the Scientific Study of Religion;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;The Accounting Research Center at the University of Chicago Booth School of Business;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;American Counseling Association (ACA);;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Foundation for Professionals in Services to Adolescents;;CC-BY for all;Social Sciences & Humanities
P-Current publication;HOA;N-Society Owned;International Literacy Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;American Institute of Chemical Engineers;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;2211;TBD;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;American Geophysical Union;1896;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Agricultural Economics Society;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;The Society of Analytical Psychology;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Anatomical Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;British Ecological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;Society for the Experimental Analysis of Behavior;;CC-BY for all;Psychology
P-Current publication;OA;N-Society Owned;American Association of Physicists in Medicine (AAPM);660;CC-BY only;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Cantillon & Mann, LLC;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;International Union of Crystallography;;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;British Ecological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1995;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Hindawi;911;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Society for Applied Philosophy;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;American Fisheries Society;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;N-Society Owned;Japanese Heart Rhythm Society;Covered by 3rd Party;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Nordic Society Oikos;2080;CC-BY Only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Society for Bone and Mineral Research (ASBMR);;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Council of Supply Chain Management Professionals;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;Society on Sarcopenia, Cachexia and Wasting Disorders;3740;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2168;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;Blackwell/Editor;4180;CC-BY only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Society of Chemical Industry;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Association for Child and Adolescent Mental Health;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;2530;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY by mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2168;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1258;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Council on Consumer Interests;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Society for Consumer Psychology;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell/Editor;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1258;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Blackwell;2150;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;American Counseling Association (ACA);;CC-BY for all;Psychology
P-Current publication;OA;N-Society Owned;The Japanese Society for Cutaneous Immunology and Allergy;2570;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;American Dental Education Association;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;J-Joint Owned;Blackwell/Shanghai JiaoTong University;2550;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;Wiley & Asian Association for the Study of Diabetes;2805;CC-BY by mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Health Sciences
P-Current publication;HOA;J-Joint Owned;Renji Hospital Affiliated to Shanghai Jiaotong University School of Medicine and John Wiley & Sons Australia, Ltd;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;British Ecological Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;National Council on Measurement in Education;;CC-BY exceptions;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley/Cornell Law School;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;American Counseling Association (ACA);;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Society for Engineering Education;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;1258;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;American Society of Agronomy, Crop Science Society of America, Soil Science Society of America;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;International Society of Protistologists;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;J-Joint Owned;Wiley & Chinese Cochrane Center, West China Hospital of Sichuan University;;CC-BY for all;Medicine
R-To be sold/Transfrd;HOA;N-Society Owned;European Society for Evolutionary Biology;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley;2650;CC-BY for all;Life Sciences
P-Current publication;OA;N-Society Owned;International Society for Extracellular Vesicles;3780;CC-BY for all;Cell Biology (Life Sciences)
P-Current publication;HOA;N-Society Owned;National Council for Family Relations;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Association for Family Therapy and Systemic Practice;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Southern Finance Association and the Southwestern Finance Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Fisheries Society of the British Isles;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;J-Joint Owned;Wiley and CIWEM;2700;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2168;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2168;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2060;TBD;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;Institute of Food Technologists;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Academy of Forensic Sciences;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley & Journal of Gastroenterology and Hepatology Foundation;;CC-BY by mandate only;Medicine
P-Current publication;OA;N-Society Owned;Japan Primary Care Association;2255;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;National Society of Genetic Counselors;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Society for Healthcare Risk Management;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Japanese Society of Hepato-Biliary-Pancreatic Surgery;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society of Hospital Medicine;;CC-BY by mandate only;Health Sciences
P-Current publication;HOA;N-Society Owned;British Dietetic Association;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Yale University;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Society for the Study of Inborn Errors of Metabolism;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;CAS Institute of Botany;;CC-BY for all;Life Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & International Association of the Scientific Study of Intellectual Disabilities;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Association for the Publication of the Journal of;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY Only;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1735;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;Cardiff University;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;University of Phoenix;;CC-BY Only;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Academy of Legal Studies in Business;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;American Anthropological Association;;CC-BY for all;Humanities
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;International Society for Magnetic Resonance in Medicine;;CC-BY for all;Medicine
P-Current publication;HOA;J-Joint Owned;Blackwell & Society for the Advancement of Managment Studies;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Life Sciences
P-Current publication;HOA;N-Society Owned;American Association for Marriage and Family Therapy;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;National Council on Family Relations;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;The Royal Australian and New Zealand College of Radiologists;;CC-BY Only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Australian Society of Medical Imaging and Radiation Therapy;2420;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Royal Microscopical Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;American College of Nurse Midwives (ACNM);;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;N-Society Owned;Ohio State University Dept of Economics;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Counseling Association (ACA);;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;International Society for Neurochemistry;;CC-BY Only;Life Sciences
P-Current publication;HOA;N-Society Owned;British Society for Neuroendocrinology;;CC-BY Only;Life Sciences
P-Current publication;HOA;N-Society Owned;American Society of Neuroimaging;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY Only;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2168;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Sigma Theta Tau International The Honor Society of Nursing;;CC-BY Only;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Japan Society of Obstetrics and Gynecology;;CC-BY Only;Medicine
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY Only;Psychology
R-To be sold/Transfrd;OA;N-Society Owned;The Japan Society for Occupational Health;677;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;APICS, Inc.;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;911;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Orthopaedic Research Society;;CC-BY Only;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;The Royal Australasian College of Physicians;;CC-BY Only;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Life Sciences
P-Current publication;HOA;N-Society Owned;American Society for Parenteral and Enteral Nutrition;;CC-BY by mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Life Sciences
P-Current publication;HOA;J-Joint Owned;Wiley & European Peptide Society;;CC-BY Only;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;American Academy of Periodontology;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Scientific Press;;CC-BY Only;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Society of Hospital Pharmacists of Australia (SHPA);;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Phycological Society of America;;CC-BY Only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;Crop Science Society of America;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Association for Public Policy and Management;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & International Association of the Scientific Study of Intellectual Disabilities;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;911;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Product Development & Management Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American College of Prosthodontists;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY Only;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Association of Public Health Dentistry;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Quaternary Research Association;;CC-BY Only;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Editorial Board;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Religious History Society;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;European Dialysis & Transplant Nurses Association/European Renal Care Association;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;United Kingdom Literacy Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;National Association for Research in Science Teaching;;CC-BY Only;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;National Association for Special Educational Needs;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society for Research on Adolescence;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;American Risk and Insurance Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American School Health Association;;CC-BY for all;Nursing, Dentistry & Healthcare
